Ticker,Company,Price,Change,EPS,PE Ratio (ttm),Market Cap. (Million IDR)
TSPC,PT. Tempo Scan Pacific Tbk,1690.0,"-35 (-2,03%)",125.0,14.0,7605000.0
MASA,PT. Multistrada Arah Sarana Tbk,835.0,"0 (0,00%)",1.0,682.0,7666970.0
SILO,PT. Siloam International Hospitals Tbk,4730.0,"500 (11,82%)",10.0,475.0,7686250.0
SUPR,PT. Solusi Tunas Pratama Tbk,6800.0,"300 (4,62%)",163.0,42.0,7731600.0
LSIP,PT. Perusahaan Perkebunan London Sumatra Indonesia Tbk,1135.0,"35 (3,18%)",49.0,23.0,7742970.0
MPRO,PT. Propertindo Mulia Investama Tbk,790.0,"20 (2,60%)",-6.0,-123.0,7854180.0
BIRD,PT. Blue Bird Tbk,3150.0,"-90 (-2,78%)",183.0,17.0,7881300.0
KRAS,PT. Krakatau Steel (Persero) Tbk,408.0,"-6 (-1,45%)",-38.0,-11.0,7893168.0
ROTI,PT. Nippon Indosari Corpindo Tbk,1295.0,"0 (0,00%)",22.0,58.0,8010870.0
BUMI,PT. Bumi Resources Tbk,123.0,"-1 (-0,81%)",49.0,3.0,8053425.0
JRPT,PT. Jaya Real Property Tbk,600.0,"5 (0,84%)",67.0,9.0,8250000.0
BSIM,PT. Bank Sinarmas Tbk,560.0,"-5 (-0,88%)",22.0,25.0,8502480.0
PPRO,PT. PP Properti Tbk,139.0,"-4 (-2,80%)",7.0,21.0,8572825.0
MYRX,PT. Hanson International Tbk,100.0,"-1 (-0,99%)",3.0,36.0,8670300.0
INDY,PT. Indika Energy Tbk,1670.0,"-35 (-2,05%)",429.0,4.0,8700700.0
SMSM,PT. Selamat Sempurna Tbk,1545.0,"25 (1,64%)",42.0,37.0,8896110.0
SMBR,PT. Semen Baturaja (Persero) Tbk,920.0,"-40 (-4,17%)",8.0,120.0,9137440.0
INPP,PT. Indonesian Paradise Property Tbk,840.0,"50 (6,33%)",9.0,96.0,9392040.0
FILM,PT. MD Pictures Tbk,1010.0,"-50 (-4,72%)",14.0,75.0,9606110.0
TINS,PT. Timah Tbk,1305.0,"20 (1,56%)",71.0,18.0,9718335.0
KPIG,PT. MNC Land Tbk,132.0,"-1 (-0,75%)",0.0,3614.0,9778428.0
ADMF,PT. Adira Dinamika Multi Finance Tbk,10000.0,"-50 (-0,50%)",1849.0,5.0,10000000.0
SRTG,PT. Saratoga Investama Sedaya Tbk,3700.0,"-100 (-2,63%)",-474.0,-8.0,10034400.0
FIRE,PT. Alfa Energi Investama Tbk,6850.0,"125 (1,86%)",-2.0,-3418.0,10035250.0
BJTM,PT. Bank Pembangunan Daerah Jawa Timur Tbk,680.0,"-5 (-0,73%)",85.0,8.0,10093240.0
SSMS,PT. Sawit Sumbermas Sarana Tbk,1075.0,"-15 (-1,38%)",9.0,119.0,10239375.0
BFIN,PT. BFI Finance Indonesia Tbk,650.0,"-15 (-2,26%)",92.0,7.0,10378550.0
HEAL,PT. Medikaloka Hermina Tbk,3570.0,"-20 (-0,56%)",42.0,85.0,10613610.0
KREN,PT. Kresna Graha Investama Tbk,605.0,"0 (0,00%)",22.0,27.0,11015840.0
DSSA,PT. Dian Swastatika Sentosa Tbk,14500.0,"0 (0,00%)",1679.0,9.0,11165000.0
GIAA,PT. Garuda Indonesia (Persero) Tbk,432.0,"-16 (-3,57%)",-88.0,-5.0,11182752.0
IBST,PT. Inti Bangun Sejahtera Tbk,8300.0,"0 (0,00%)",135.0,62.0,11205000.0
WSBP,PT. Waskita Beton Precast Tbk,430.0,"-8 (-1,83%)",42.0,10.0,11335230.0
POLL,PT. Pollux Properti Indonesia Tbk,1370.0,"-30 (-2,14%)",0.0,2809.0,11395660.0
DMAS,PT. Puradelta Lestari Tbk,240.0,"-14 (-5,51%)",5.0,50.0,11567520.0
SMAR,PT. Sinar Mas Agro Resources and Technology Tbk,4120.0,"0 (0,00%)",208.0,20.0,11832640.0
LPPF,PT. Matahari Department Store Tbk,4060.0,"10 (0,25%)",376.0,11.0,11843020.0
INAF,PT. Indofarma (Persero) Tbk,3880.0,"-50 (-1,27%)",-15.0,-257.0,12024120.0
PNLF,PT. Panin Financial Tbk,376.0,"-14 (-3,59%)",62.0,6.0,12040272.0
RALS,PT. Ramayana Lestari Sentosa Tbk,1820.0,"40 (2,25%)",99.0,18.0,12914720.0
LINK,PT. Link Net Tbk,4250.0,"-70 (-1,62%)",357.0,12.0,12928500.0
MNCN,PT. Media Nusantara Citra Tbk,915.0,"-15 (-1,61%)",92.0,10.0,13062540.0
ZINC,PT. Kapuas Prima Coal Tbk,520.0,"-25 (-4,59%)",4.0,120.0,13130000.0
GOOD,PT. Garudafood Putra Putri Jaya Tbk,1780.0,"-5 (-0,28%)",88.0,20.0,13134620.0
DUTI,PT. Duta Pertiwi Tbk,7150.0,"-350 (-4,67%)",471.0,15.0,13227500.0
RMBA,PT. Bentoel Internasional Investama Tbk,364.0,"32 (9,64%)",-17.0,-22.0,13249964.0
ISAT,PT. Indosat Tbk,2450.0,"-60 (-2,39%)",-442.0,-6.0,13310850.0
PLIN,PT. Plaza Indonesia Realty Tbk,3800.0,"90 (2,43%)",66.0,58.0,13490000.0
SMCB,PT. Solusi Bangun Indonesia Tbk,1765.0,"-10 (-0,56%)",-116.0,-15.0,13523430.0
PTPP,PT. Pembangunan Perumahan (Persero) Tbk,2250.0,"-60 (-2,60%)",188.0,12.0,13947750.0
MKPI,PT. Metropolitan Kentjana Tbk,15000.0,"-2.175 (-12,66%)",1108.0,14.0,14220000.0
SIDO,PT. Industri Jamu dan Farmasi Sido Muncul Tbk,970.0,"-30 (-3,00%)",44.0,22.0,14550000.0
POWR,PT. Cikarang Listrindo Tbk,915.0,"5 (0,55%)",71.0,13.0,14719605.0
MEDC,PT. Medco Energi Internasional Tbk,830.0,"-20 (-2,35%)",-42.0,-20.0,14806370.0
SMRA,PT. Summarecon Agung Tbk,1030.0,"-30 (-2,83%)",19.0,55.0,14858780.0
ULTJ,PT. Ultra Jaya Milk Industry & Trading Company Tbk,1310.0,"40 (3,15%)",70.0,19.0,15134430.0
MAPI,PT. Mitra Adiperkasa Tbk,970.0,"-20 (-2,02%)",45.0,22.0,16102000.0
MDKA,PT. Merdeka Copper Gold Tbk,3930.0,"-20 (-0,51%)",183.0,22.0,16364520.0
AKRA,PT. AKR Corporindo Tbk,4120.0,"-30 (-0,72%)",201.0,21.0,16537680.0
KAEF,PT. Kimia Farma (Persero) Tbk,2980.0,"-30 (-1,00%)",54.0,55.0,16550920.0
TBIG,PT. Tower Bersama Infrastructure Tbk,3660.0,"-40 (-1,08%)",183.0,20.0,16583460.0
TAMU,PT. Pelayaran Tamarin Samudra Tbk,4610.0,"30 (0,66%)",-13.0,-366.0,17287500.0
MAPA,PT. MAP Aktif Adiperkasa Tbk,6075.0,"225 (3,85%)",124.0,49.0,17313750.0
JPFA,PT. Japfa Comfeed Indonesia Tbk,1500.0,"-15 (-0,99%)",190.0,8.0,17589000.0
CASA,PT. Capital Financial Indonesia Tbk,324.0,"6 (1,89%)",2.0,209.0,17650224.0
BJBR,PT. Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,1935.0,"-65 (-3,25%)",183.0,11.0,18846900.0
BNII,PT. Bank Maybank Indonesia Tbk,252.0,"-2 (-0,79%)",29.0,9.0,18989964.0
ANTM,PT. Aneka Tambang Tbk,795.0,"-25 (-3,05%)",36.0,22.0,19103850.0
CTRA,PT. Ciputra Development Tbk,1045.0,"-15 (-1,42%)",42.0,25.0,19395200.0
BTPS,PT. Bank Tabungan Pensiunan Nasional Syariah Tbk,2550.0,"40 (1,59%)",127.0,20.0,19446300.0
FASW,PT. Fajar Surya Wisesa Tbk,7925.0,"-50 (-0,63%)",567.0,14.0,19630225.0
NISP,PT. Bank OCBC NISP Tbk,895.0,"-5 (-0,56%)",116.0,8.0,20329925.0
ITMG,PT. Indo Tambangraya Megah Tbk,18225.0,"-600 (-3,19%)",3357.0,5.0,20576025.0
WIKA,PT. Wijaya Karya (Persero) Tbk,2320.0,"-50 (-2,11%)",193.0,12.0,20808080.0
AALI,PT. Astra Agro Lestari Tbk,10950.0,"225 (2,10%)",747.0,15.0,21067800.0
TOPS,PT. Totalindo Eka Persada Tbk,680.0,"-20 (-2,86%)",1.0,738.0,22664400.0
BSDE,PT. Bumi Serpong Damai Tbk,1320.0,"-70 (-5,04%)",42.0,32.0,25404720.0
BNLI,PT. Bank Permata Tbk,925.0,"-15 (-1,60%)",32.0,28.0,25679850.0
BBTN,PT. Bank Tabungan Negara (Persero) Tbk,2490.0,"0 (0,00%)",284.0,9.0,26105160.0
BNGA,PT. Bank CIMB Niaga Tbk,1055.0,"0 (0,00%)",152.0,7.0,26248400.0
SCMA,PT. Surya Citra Media Tbk,1840.0,"0 (0,00%)",109.0,17.0,26902640.0
WSKT,PT. Waskita Karya (Persero) Tbk,2020.0,"-20 (-0,98%)",292.0,7.0,27417460.0
TCPI,PT. Transcoal Pacific Tbk,5600.0,"-175 (-3,03%)",33.0,172.0,28000000.0
ACES,PT. Ace Hardware Indonesia Tbk,1640.0,"-40 (-2,38%)",55.0,30.0,28126000.0
TKIM,PT. Pabrik Kertas Tjiwi Kimia Tbk,9300.0,"-200 (-2,11%)",1585.0,6.0,28950900.0
INCO,PT. Vale Indonesia Tbk,2940.0,"-30 (-1,01%)",88.0,33.0,29211840.0
BTPN,PT. Bank BTPN Tbk,3670.0,"-50 (-1,34%)",244.0,15.0,29598550.0
EXCL,PT. XL Axiata Tbk,2810.0,"30 (1,08%)",-308.0,-9.0,30030470.0
PNBN,PT. Bank Pan Indonesia Tbk,1280.0,"10 (0,79%)",131.0,10.0,30511360.0
MIKA,PT. Mitra Keluarga Karyasehat Tbk,2190.0,"40 (1,86%)",45.0,49.0,31864500.0
PWON,PT. Pakuwon Jati Tbk,700.0,"-5 (-0,71%)",49.0,14.0,33711300.0
INKP,PT. Indah Kiat Pulp & Paper Tbk,6700.0,"-200 (-2,90%)",1878.0,4.0,36649000.0
MEGA,PT. Bank Mega Tbk,5550.0,"0 (0,00%)",0.0,0.0,38261700.0
TOWR,PT. Sarana Menara Nusantara Tbk,755.0,"-5 (-0,66%)",45.0,17.0,38515570.0
AMRT,PT. Sumber Alfaria Trijaya Tbk,975.0,"0 (0,00%)",11.0,91.0,40485900.0
MLBI,PT. Multi Bintang Indonesia Tbk,20000.0,"-200 (-0,99%)",581.0,34.0,42140000.0
JSMR,PT. Jasa Marga (Persero) Tbk,5875.0,"-125 (-2,08%)",310.0,19.0,42634875.0
ADRO,PT. Adaro Energy Tbk,1340.0,"-5 (-0,37%)",189.0,7.0,42859900.0
PTBA,PT. Bukit Asam Tbk,3800.0,"-140 (-3,55%)",436.0,9.0,43776000.0
DNET,PT. Indoritel Makmur Internasional Tbk,3200.0,"0 (0,00%)",12.0,272.0,45388800.0
MAYA,PT. Bank Mayapada Internasional Tbk,7500.0,"-225 (-2,91%)",0.0,0.0,47347500.0
EMTK,PT. Elang Mahkota Teknologi Tbk,8500.0,"0 (0,00%)",-120.0,-71.0,47940000.0
PGAS,PT. Perusahaan Gas Negara (Persero) Tbk,2230.0,"-20 (-0,89%)",182.0,12.0,54057430.0
FREN,PT. Smartfren Telecom Tbk,320.0,"4 (1,27%)",-20.0,-16.0,54756480.0
BDMN,PT. Bank Danamon Indonesia Tbk,6100.0,"-1.000 (-14,08%)",424.0,14.0,59017500.0
MYOR,PT. Mayora Indah Tbk,2640.0,"30 (1,15%)",66.0,40.0,59025120.0
INDF,PT. Indofood Sukses Makmur Tbk,6825.0,"-175 (-2,50%)",474.0,14.0,59923500.0
BYAN,PT. Bayan Resources Tbk,19000.0,"-300 (-1,55%)",2174.0,9.0,63327000.0
SMMA,PT. Sinar Mas Multiartha Tbk,10000.0,"300 (3,09%)",220.0,45.0,63670000.0
KLBF,PT. Kalbe Farma Tbk,1485.0,"-25 (-1,66%)",51.0,29.0,69609375.0
SMGR,PT. Semen Indonesia (Persero) Tbk,12150.0,"-750 (-5,81%)",469.0,26.0,72061650.0
BRPT,PT. Barito Pacific Tbk,4080.0,"-20 (-0,49%)",59.0,69.0,72587280.0
INTP,PT. Indocement Tunggal Prakarsa Tbk,20300.0,"-850 (-4,02%)",224.0,91.0,74724300.0
CPIN,PT. Charoen Pokphand Indonesia Tbk,5000.0,"-250 (-4,76%)",278.0,18.0,81990000.0
TPIA,PT. Chandra Asri Petrochemical Tbk,5050.0,"-50 (-0,98%)",195.0,26.0,90056650.0
UNTR,PT. United Tractors Tbk,26625.0,"-200 (-0,75%)",2983.0,9.0,99311250.0
ICBP,PT. Indofood CBP Sukses Makmur Tbk,9650.0,"-50 (-0,52%)",392.0,25.0,112528650.0
GGRM,PT. Gudang Garam Tbk,81775.0,"125 (0,15%)",3992.0,20.0,157335100.0
BBNI,PT. Bank Negara Indonesia (Persero) Tbk,9225.0,"-200 (-2,12%)",813.0,11.0,170311950.0
ASII,PT. Astra International Tbk,7450.0,"-25 (-0,33%)",535.0,14.0,301598350.0
UNVR,PT. Unilever Indonesia Tbk,44500.0,"-725 (-1,60%)",1194.0,37.0,339535000.0
BMRI,PT. Bank Mandiri (Persero) Tbk,7675.0,"-25 (-0,32%)",541.0,14.0,354577325.0
TLKM,PT. Telekomunikasi Indonesia (Persero) Tbk,3820.0,"-10 (-0,26%)",192.0,20.0,378416840.0
HMSP,PT. Hanjaya Mandala Sampoerna Tbk,3390.0,"0 (0,00%)",111.0,31.0,394318020.0
BBRI,PT. Bank Rakyat Indonesia (Persero) Tbk,4390.0,"20 (0,46%)",265.0,17.0,536071680.0
BBCA,PT. Bank Central Asia Tbk,28375.0,"-50 (-0,18%)",1059.0,27.0,692577000.0
